id,storyImage,storySound,chapter<jpn>,storyTitle<jpn>,storyOutline<jpn>,storyTarget<jpn>
main16-4,computer00,scenario00,エピソード 16 - 1,彼女のいない世界なら,彼女はどこにもいない。<br>消えてしまった。<br><br>本当に、消えてしまったのかもしれない。そんなことが起こっても、もう驚くことはできないだろう。<br><br>そんな世界なら、もういっそ、消えてしまった方がいいかもしれない。<br>今、目の前には、彼女たちの世界を消すボタンがある。,決断をする
main16-5,-,-,-,-,-,-
main16-6,-,-,-,-,-,-
main16-7,computer00,scenario00,エピソード 16 - 2,方法,もし声が届いたとしても、ただ呼びかけるだけでは彼女は応えてくれないだろう。もう二度と話したくない、そう言っていたのだから。<br>でも、あのコンピュータも彼女と一緒に消えた。だとしたら、彼女に返事をさせる方法は、一つだけあるかもしれない。<br><br>このコンピュータを使えば、きっと、彼女は応えてくれる。,決断をする
main16-8,-,-,-,-,-,-
main16-9,-,-,-,-,-,-
main16-10,scenario01,scenario06,エピソード 16 - 3,消してしまうつもりだった,こんな世界、消してしまいたくて。<br>もう全部、終わりにしたくて。<br>だから、一人で出ていった。声が聞こえても返事をしなかった。<br>一人になって、消してしまえると思った。<br><br>彼女は、静かに、話をする。,話をする
main16-11,-,-,-,-,-,-
main16-12,-,-,-,-,-,-
main16-13,-,-,-,-,-,-
main16-14,-,-,-,-,-,-
main16-15,-,-,-,-,-,-
main16-16,-,-,-,-,-,-
main16-17,-,-,-,-,-,-
main16-18,title01,title01,エピソード 16 - 4,夏の彼方,初めて出会ったときと同じように、彼女は北を目指して進む。<br><br>あてなんかない。<br>何かを見つけられたわけでもない。<br>意味だって、理由だってないまま。<br>それでも、彼女の旅は続いていく。<br><br>終わりも、果てもない──この、夏の彼方まで。,-
main16-99,-,-,-,-,-,-
-,,,,,,
-,,,,,,
kiko1-1,scenario10,character01,キャラクターエピソード キコ : 1,飼い犬を探す少女,旅路で偶然出会った少女は、はぐれた犬を探してキャンプから出てきたらしい。<br><br>犬のことが心配なのだろう。でも一人でキャンプを飛び出す無謀さには呆れてしまう。<br>犬のことも、北にあるキャンプのことも、道すがら少しずつ聞けるといい。,飼い犬を探す
kiko1-2,scenario10,character01,キャラクターエピソード キコ : 2,飼い犬を探す少女,ミノタローというその犬の姿はなかなか見つけられない。犬というからには生き物で、生きているというからには、きっと動き回るだろう。もうこの近くにはいないのかもしれない。<br><br>それでもキコには、この辺りにいるという確信があるようだった。彼女と飼い犬の間にある絆のようなものが、そう信じさせてくれるのだろうか。,飼い犬を探す
kiko1-2_5,scenario10,scenario02,キャラクターエピソード キコ : 3,飼い犬を探す少女,一人の方が楽──キコはそんなことを語った。<br>ナツノも小さく頷いた。彼女がどんな気持ちで頷き、どうしてあんなつらそうな顔をしたのか、たぶん、本当のところはわからない。生きている世界が違いすぎて、彼女たちの思いのすべてをわかってあげることは、どうしてもできない。<br><br>そのあとの長い沈黙の間も、通話越しに二人のかすかな息づかいを聞いているだけで、何も言えなかった。,飼い犬を探す
kiko1-3,scenario10,scenario02,キャラクターエピソード キコ : 4,飼い犬を探す少女,家族にさえ黙って、キコはキャンプをたった一人抜け出さなければならなかった。取り残してきたもう一匹の家族を見つけ出すため。その真っ直ぐな瞳の奥に、燃えるような心が見えた。<br><br>彼女と飼い犬との間にどんな絆があったのか、どんな日常があったのか、知ることはできない。そのせいか、必死に家族を探す彼女の背中はとても遠くに思えた。,飼い犬を探す
kiko1-3_5,scenario10,scenario02,キャラクターエピソード キコ : 5,飼い犬を探す少女,ナツノのいないところで、キコと話をした。<br>本当は、帰るつもりなんてない。帰ることができるなんて、思っていない。そう話すキコの言葉は途切れ途切れで、間に言葉を返すことはできただろう。<br><br>でも、やっぱり何も言えなかった。<br>いつも隣にいるナツノには話せないというその心のうちを、ただ黙って聞いた。,飼い犬を探す
kiko1-4,scenario10,scenario02,キャラクターエピソード キコ : 6,飼い犬を見つけた少女,二人で、ミノタローのお墓を立てた。家族に供養されて、ミノタローは成仏できただろうか。そうだと思いたい。誰にも看取られず、誰にも知られなかった死が今の世の中には多すぎる。<br><br>キコはこれからどこに向かうのだろう。最初からすべてわかってキャンプから出てきたキコが行く先なんて、この世のどこかにあるだろうか......,-
shino1-1,scenario04,character02,キャラクターエピソード シノ : 1,写真の場所を探す少女,突然現れて、行動をともにすることになった少女は、やたらと明るくて、話を聞いているこっちが疲れるくらいだった。<br>その天真爛漫さを見ていると、たまたま拾った写真の場所を探す旅をしているというのも、嘘ではないんだろうと思えてしまう。<br><br>誰のものとも知れない写真に、彼女はいったい何を見ているのだろう。,写真の場所を探す
shino1-2,scenario04,character02,キャラクターエピソード シノ : 2,写真の場所を探す少女,写真に写っている景色を見つけた。<br>偶然手に入れた写真の場所を探すだなんて途方もないことに思えたけれど、こうして見つけてしまうと、不思議な気持ちになる。懐かしいような、悲しいような。自分が撮った写真でもないのに。<br><br>シノは自分の故郷のことを話した。遠い故郷の写真は、手元にないらしい。<br>故郷の話をしているときの彼女の瞳は、どこかずっと遠くを見ていた。,写真の場所を探す
shino1-2_5,scenario04,character02,キャラクターエピソード シノ : 3,写真の場所を探す少女,写真を見ると、それを撮ったときの気持ちを思い出す。<br>シノが撮っていた写真のことを思う。今、彼女の手元にあるのは、誰もいない家で偶然見つけた、知らない誰かの撮った写真だけ。<br><br>彼女はどんな思いで写真を撮って、どんな気持ちで、今、見知らぬ場所を巡っているのだろう。,写真の場所を探す
shino1-3,scenario04,scenario02,キャラクターエピソード シノ : 4,写真の場所を探す少女,生まれ故郷の話をするときの彼女の瞳は、どこか遠く、ずっと遠くを見ていた。<br>その先にあるのは、今はもうずっと遠くにある故郷の町だろうか。それとも、もっと別の何かだろうか。<br><br>残る写真はあと一枚。もしその場所を見つけてしまったなら......そのあと、彼女はいったいどうするのだろう。,写真の場所を探す
shino1-3_5,scenario04,scenario03,キャラクターエピソード シノ : 5,写真の場所を探す少女,家族に会いたいとか、昔の日常に戻りたいとか。<br>そういうことではなくて、ただ最後に、一目見るために、故郷の町に帰りたい。そう語る彼女の言葉は、静かで、震えていた。憶えるのが苦手だといっても、どうしても忘れられないものだってある。<br><br>故郷と思える場所がない──ナツノの言葉を聞いて、シノは、何を思ったのだろう。,写真の場所を探す
shino1-4,scenario04,scenario04,キャラクターエピソード シノ : 6,故郷の町,故郷の町を目指して、彼女は去っていった。<br>山の中にあるというその町に戻って、彼女はどんなことを思うだろう。<br><br>町は今、どんな風だろう。人が消え、荒れ果ててしまっただろうか。それとも、山奥でひっそり今でも日常を保っていたりするだろうか。<br>彼女の心の中にあるのと同じ景色が残っていればいいと、そう思った。,-
akane1-1,scenario13,character03,キャラクターエピソード アカネ : 1,探しているもの,よく効く薬が見つかって、アカネは少し元気になった。<br><br>ナツノと別々に過ごしていた間、一人ではなかったのだという。誰と、どんな時間を過ごしていたのだろう。<br>彼女は言葉を濁す。その出会いは、彼女にとって何か特別なものだったのだろうか。,探しものを見つける
akane1-2,scenario13,character03,キャラクターエピソード アカネ : 2,探しているもの,どんな感じだった？　──そう問いかける彼女が何を考えているのか、わからない。<br><br>ナツノのことをたくましいと言うアカネは、彼女の左足とは別の何かを気にしているように見えた。<br>命を脅かしている変容よりも、大切なこと。いったい何が、彼女にあんな顔をさせるのだろう。,探しものを見つける
akane1-3,scenario13,character03,キャラクターエピソード アカネ : 3,探しているもの,世の中がこんなことになるのを、止められなかった。<br>そう言うのを聞いて、なんだか彼女がとても遠くに思えた。<br>未知のウイルス、未曾有の感染症。ウイルスではなく、感染症と呼べるものではなかったかもしれないけど、それが自分の手の届くところにあると、彼女は感じている。<br><br>そういう風に感じられる人が、今何を思うのか、想像もつかない。,旅を続ける
akane1-4,scenario13,scenario03,キャラクターエピソード アカネ : 4,こんな世の中だから,やるべきことを探している。<br>こんな世の中になってしまって、身体が変容してしまって、だからこそ、今、考えてしまう。<br>できることはいくらでもあると思える。ある意味では、整然としている世の中より、できることはずっと多いかもしれない。<br><br>でも、何をするべきなのか、と問われると、思い浮かぶものは何一つない。,旅を続ける
akane1-5,scenario13,scenario02,キャラクターエピソード アカネ : 5,やるべきこと,ともに時間を過ごした人が、目の前で命を落とした。<br>想像もできない。でも、こんな世の中では、そんなのはよくあることで。彼女たちがどんな思いで日々を生きているのか、わかってあげることはできない。<br><br>そんな死さえ日常で、心を動かすことができないとしたら。<br>なら、何を感じて、彼女たちは生きているのだろう。,旅を続ける
akane1-6,scenario07,scenario03,キャラクターエピソード アカネ : 6,わたしの、やるべきこと,やるべきことをやるために、彼女は一人、去っていった。<br>止めることはできなかった。やるべきことというのは、命よりも大切なのだろうか。わからない。彼女自身にだって、きっと優劣はつけられない。<br><br>ただ、それでも。<br>こんな世の中で過ごしていても、自分の信じるものを真っ直ぐに見つめていた彼女のことを、うらやましいと思う。,-
minamo1-1,scenario25,character05,キャラクターエピソード ミナモ : 1,恩人,ナツノが一度捨てたスマホを、彼女のところまで届けてくれた少女──ミナモと再会した。<br><br>彼女は今も、行く先もなく放浪しているらしい。ミナモはナツノと顔を合わせることに気まずさを感じていたようだけれど、二人が話しているのを聞くと、どうしてか穏やかな気持ちになった。,旅を続ける
minamo1-2,scenario25,character05,キャラクターエピソード ミナモ : 2,息苦しさの中で,世の中の生きづらさとか、息苦しさとか。そういうものから解放されて、自由な世界を満喫している。<br>終わってしまった、何もないこの世界を、ミナモは受け入れているようだった。でも、前向きな心持ちかというと、そうでもないように見える。<br><br>目的はないけれど、強いて挙げるなら、道場を探しているらしい。道場を見つけたとき、彼女は何を思うのだろう。,道場を探す
minamo1-3,scenario25,scenario04,キャラクターエピソード ミナモ : 3,息苦しさの中で,望んで選んだわけではないものを、他人から押しつけられたものを、どうしてあんな風に受け入れられるのだろう──かつての先輩に抱いてた気持ちを、ミナモが小さく漏らした。<br><br>その話を、彼女はすぐにやめてしまった。何もない世界だけれど、彼女は今でも、何かを追い続けているかもしれないと、そう思った。,道場を探す
minamo1-4,scenario27,scenario06,キャラクターエピソード ミナモ : 4,息苦しさの中で,何か問題があったわけではない。不自由なことなんて、何一つない。それでも、どうしてか生きづらくて。わかりやすい原因がないからこそ、解決することもできなくて。<br><br>どうして、みんなみたいに生きられなかったのだろう。<br>独り言のようにそう言う彼女は、今でも、世界が終わる前の苦しみの中にいるようだった。,道場を探す
minamo1-5,scenario26,character05,キャラクターエピソード ミナモ : 5,息苦しさの中で,大きな学校の中に、道場を見つけた。<br>息苦しさを思い出す、とミナモは言う。でも本当に苦しかったのは、その息苦しさよりも、そう感じているのが自分だけみたいに思えたこと。みんなが、平気そうに見えたこと。<br><br>どうして自分は、他人にとっての当たり前を「気持ち悪い」なんて思ってしまうのだろう。今でもわからない、と彼女はどこか遠くを見る。,ミナモと手合わせをする
minamo1-6,scenario25,character05,キャラクターエピソード ミナモ : 6,わたしらしく、,世の中は生きづらいと思う。それはきっと、間違った感覚じゃない。<br>でも、そんな世の中で希望をもって生きている人たちの見る景色を、自分も見てみたいと思うことができて。向き合ってみようと思えて。なのに、そんなときに世界は崩れ去ってしまった。<br><br>向き合う世界がなくなってしまった。なら、自分の思うように生きてみると彼女は言う。自分らしく生きるというのがどういうことなのか──いつか、答えを見つけられたらいい。,-
hinase1-1,scenario28,character07,キャラクターエピソード ヒナセ : 1,バイクで旅する女性,道の真ん中で、大きなバイクが立ち往生していた。<br>故障してしまったらしい。バイクの持ち主の女性、ヒナセとともに、修理するための部品を集めて旅することになった。<br><br>マニュアルを読んだり、分解したりしたから、機械にはそれなりに詳しいらしい。聡明そうだけれど、どこかマイペースな彼女は、バイクに乗ってどこを目指していたのだろう。,バイクの部品を探す
hinase1-2,scenario28,character07,キャラクターエピソード ヒナセ : 2,バイクで旅する女性,見たことのないものを、見てみたい。<br>家に籠って本ばかり読んでいたという彼女は、いろんなものを見て回りたくて、旅をしているのだという。<br><br>育ちがよくて聡明な彼女は、彼女なりに、今まで得ることができなかった何かを、こんな世界で探し出そうとしているようだった。,バイクの部品を探す
hinase1-3,scenario28,character07,キャラクターエピソード ヒナセ : 3,バイクで旅する女性,ヒナセと森を歩いた。<br>初めて来た森のような気がする。でも、どうしてそう思うのか、うまく説明できない。<br><br>都会の、コンクリートとアスファルトに囲まれたところで暮らしていて、何か失くしてしまったものがあるような気がする。それが何なのか、はっきりとはわからない。ただ、失くしている感覚だけがあって、それが、彼女を突き動かしている。,バイクの部品を探す
hinase1-4,scenario28,scenario04,キャラクターエピソード ヒナセ : 4,何か、忘れている気がして,知識があるだけで、何も知らない気がする。そんな漠然とした不安を、彼女はずっと抱えてきた。漠然とし過ぎて、どうすることもできないまま。<br><br>何かを忘れている気がする。いつかこの「私」は、消えてなくなってしまって、あとには何も残らないような気がする。<br>今までなら、日々の忙しさに埋もれてしまっていただろう。そういうおぼろげな不安が、こんな世界だからこそ、目を背けられないくらいはっきりと立ちはだかってくるのかもしれないと思った。,バイクの部品を探す
hinase1-5,scenario28,scenario04,キャラクターエピソード ヒナセ : 5,森の中にいる、ということ,森の大きさを感じる。この森が、今の姿になるまでにかかった、時間の大きさ。<br>その中に、自分もいるのだと彼女は言った。森の中で寝そべって、土の匂いの中に身を沈めていると、自分もこの森の一部なんだという気がしてくる。この身が滅びても、きっとそこから、新しい命が芽吹くだろう。<br><br>消えてなくなったりしない──彼女は、静かに息をする。,バイクの部品を探す
hinase1-6,scenario28,character07,キャラクターエピソード ヒナセ : 6,バイクで旅する女性,バイクを修理して、ヒナセはまた一人で走り出した。<br>彼女はこれから、きっといろんなものに出会うだろう。そしてそのすべてに、彼女の歩んだ跡が残っていく。望もうと望むまいと、彼女の歩みは、やがて何かに受け継がれる。<br><br>彼女はバイクに乗って風を受ける。そうやって、この身で感じてやっと見つかるものが、たくさんあるのだろうと、そう思った。,-
itsuka1-1,scenario35,character06,キャラクターエピソード イツカ : 1,同じように生きなくても,イツカが朝起きて来ないことが多くなった。<br><br>何をしているのでもない、ただ、一緒に暮らしていく中で彼女の生き方が見えてきただけなんだろうと思う。少しずつ遠慮がなくなっているのだと思えば、悪いことでもない。<br><br>ナツノが眠ってしまって一人になった夜、何を考えて過ごしているだろうと思う。,旅を続ける
itsuka1-2,scenario35,scenario04,キャラクターエピソード イツカ : 2,深夜,何も解決していない。まだ、見つけられていないだけかもしれない。<br><br>ないものをないと証明するのは難しい。できないかもしれない。まだ見つけられていないだけで、起きたことに原因はあるかもしれない。<br><br>でも、それを求めることでナツノを苦しめたくない──イツカは星の瞬く夜空を見上げる。朝日が昇ってくるまで、ずっと。,旅を続ける
itsuka1-3,scenario35,scenario06,キャラクターエピソード イツカ : 3,同じ名前の女性,安息の地を求めて旅をする一家と出会った。<br>彼らは少し前に、また別の集団とも出くわしていたらしい。その集団には、異様な魅力をもった女性がいて──その女性の名が、祖母と同じだった。<br><br>祖母と同じ名前の、「寂しさ」を和らげてくれる女性。もしかしたら、この世界にはまだ秘密があるのだろうか？<br>それとも、これもまた、ただの偶然なのだろうか？,旅を続ける
itsuka1-4,scenario35,character06,キャラクターエピソード イツカ : 4,後悔,仮想世界は、この現実の世界とは少し違う、「もしかしたらあったかもしれない」世界。この世界では生まれなかった人や、もう死んでしまった人だって生きている。だから──現実では死んでしまった祖母が、仮想世界ではまだ生きているかもしれない。<br><br>それでも、彼女は悩んでいる。誰かを苦しめるなら、真実なんて明らかにしない方がいいのかもしれない。,旅を続ける
itsuka1-5,scenario35,scenario06,キャラクターエピソード イツカ : 5,いくつもの真実,馬が合わないクラスメイトだっていた。言うことが正反対で、話がかみ合わないことだってたくさんあった。<br>でも、だからってケンカしないといけないわけじゃない。毎日笑顔で話ができたし、友達だった。<br><br>同じように、考えが違ったって、一緒に生きていくことはできるかもしれない。<br>でも、本当にそうだろうか？　その違いが、あまりにも深いところにあったとき、二人はそれでも一緒にいることができるだろうか？,旅を続ける
itsuka1-6,scenario35,scenario03,キャラクターエピソード イツカ : 6,ともに生きるために,イツカは、彼女の求める真実を探すために旅立った。<br>その先で、彼女は何かを見つけるだろうか。彼女が受け入れられて、信じることができる「物語」はあるだろうか。<br>たぶん、彼女次第だろうと思う。目の前にあるものが、どんな風に見えるのか──それはイツカにかかっている。<br><br>再会したとき、二人がともに生きていくことができればいい。<br>いつか、きっと彼女は帰ってくる。,-
-,,,,,,
kiko2-1,scenario10,character01,キャラクターエピソード キコ : 2 - 1,犬と旅する少女,かつて飼い犬を探してともに旅した少女、キコと再会した。<br><br>彼女が家族と飼っていた愛犬ミノタローは、ナツノと二人で埋葬した。だから、もちろん、彼女が今連れているのはミノタローではない。彼女はどうして、犬と一緒に歩いていたのだろう。あのあと、彼女に何があったのだろう。,動物を探す
kiko2-2,scenario10,character01,キャラクターエピソード キコ : 2 - 2,犬と旅する少女,ナツノと別れたあと、キコに行く先なんてなかった。<br>愛犬と同じところに行けるなら、それでもいいと思っていた。<br><br>けれど、彼女は町の中で一匹の犬と出会った。かつて誰かに飼われていた犬。もう二度と戻ってこない家族を、ずっと待ち続ける犬。<br>キコは、その弱った犬を放っておくことができなかった。犬の孤独、彼女自身と重なった。<br><br>その出会いだって、ただの偶然。でも、その偶然が、今の彼女をつくっている。,動物を探す
kiko2-3,scenario10,character01,キャラクターエピソード キコ : 2 - 3,犬と旅する少女,彼女は今、町に取り残された動物たちを助けて回っているのだという。<br>キコの家族は、ミノタローと一緒に町を出た。道半ばで別れることになってしまったけれど、そうなるまではずっと一緒だった。けれどすべての動物たちがそうだったわけではない。どうしようもなく、取り残された命がある。<br><br>彼女はキャンプの人々とともに、そういう命を救っている。<br>ミノタローのあとを追おうとしていた頃とは違うけれど、あのときと同じくらい、彼女のことを遠くに感じた。,動物を探す
kiko2-4,scenario10,scenario03,キャラクターエピソード キコ : 2 - 4,犬とともに生きる少女,彼女一人で救える命の数はとても少ない。彼女が救おうと救うまいと、ほんのわずかな差でしかない。世の中は変わったりしないし、未来に違いがあったりしない。<br><br>それでも、彼女はやめない。自分の命を危険に晒しても、死んでしまうよりも苦しいことがある。命を捨てるわけではない、けれど、諦めたくないものがある。<br><br>犬と一緒に去っていく彼女は、出会った頃よりも、ずっとしっかり歩んでいた。,-
shino2-1,scenario04,character02,キャラクターエピソード シノ : 2 - 1,写真を撮る少女,シノと再会した。<br>初めて出会ったときと変わらない明るさで、彼女は笑った。<br><br>故郷に帰る──彼女はその目的を果たしたらしい。遠い故郷の町に帰り、そしてまたここに戻ってきた。彼女はいったい、どんな旅をしたのだろう。ナツノもいろんなものに出会い、いろんなことを感じた。きっと彼女にも、同じくらいたくさんの思い出があるだろう。,写真を撮る
shino2-2,scenario04,character02,キャラクターエピソード シノ: 2 - 2,写真を撮る少女,何も思えなかった。<br>故郷の町にたどり着き、憶えているのと変わらない景色を、あるいは無残に変わり果ててしまった姿を見て、でも彼女は何も思うことができなかった。<br><br>本当に何も感じなかったわけではないだろう。けれどそれは彼女が期待していたものではなかった。故郷に帰って、彼女はやっと、自分の本当の気持ちに気がついた。,写真を撮る
shino2-3,scenario04,character02,キャラクターエピソード シノ: 2 - 3,写真を撮る少女,故郷から離れると、帰りたいと思う。でも帰ってみると、どうして帰りたかったのかわからなくなる。<br>彼女にとって、そこには何もなかった。家族や友人がすでに町を出ていたというだけでなく、何も感じることができなかった。<br><br>なら、故郷に帰りたいと思っていたあの気持ちは勘違いだったのだろうか？　故郷に帰りたかったわけではない？<br>そうではない、と彼女は言う。あの気持ちだって本当だった。いつか虚しく思うとしても、今感じていることは嘘ではない。,写真を撮る
shino2-4,scenario04,scenario03,キャラクターエピソード シノ: 2 - 4,写真を撮り続ける少女,この町だって、誰かにとっての故郷だから──彼女は写真を撮る。<br>その写真を誰かに見せるためかといえば、きっとそうではない。見てくれる人がいたらいい。でも、いなくても彼女は撮り続けるだろう。誰かのために写真に残したいと思う、その気持ちだけで、旅を続けることができる。<br><br>もしいつか後悔しても、今の彼女の気持ちが嘘になるわけではない。<br>彼女は確かな足取りで、今を生きている。,-
minamo2-1,scenario25,character05,キャラクターエピソード ミナモ : 2 - 1,村で暮らす少女,竹刀を背負った少女、ミナモと再会した。<br>彼女は今、偶然見つけた村で暮らしているらしい。三十人ほどの人々と、井戸水を汲み、畑を耕して生きている。<br><br>そこにはきっと、小さないながらも社会があるだろう。世界がこんな風になってしまう前、彼女が拒んでいた空気が今も漂っている。それでも彼女は望んで、その息苦しさの中で生きようとしていた。,役立つものを探す
minamo2-2,scenario25,character05,キャラクターエピソード ミナモ : 2 - 2,剣道を教える少女,彼女は、村の子供たちに剣道を教えているらしい。こんな世では、自由に遊びまわるのも難しいだろう。子供たちにとっては、いい退屈しのぎかもしれないと彼女は言う。<br><br>なんだかんだと言いながら、彼女自身、そうして子供たちの面倒を見ることにやりがいを感じていた。そしてまた、そうして大人の立場になって思うこともある。<br>一人で歩いていた頃とは違う何かを、彼女は感じ始めているようだった。,役立つものを探す
minamo2-3,scenario25,character05,キャラクターエピソード ミナモ : 2 - 3,剣道を教える少女,子供たちを守らなければならない。<br>今までずっと守ってもらう立場だったのだと彼女は言う。でも今暮らす村で、彼女は大人とみなされることもある。そうして今まで感じたことのなかった気持ちで、子供たちのことを見ている。<br><br>あの息苦しさは、もしかしたら、そんな大人たちの思いによってつくられていたのかもしれない。<br>そう納得して、でも、納得してしまうことが悔しいと、彼女は言った。,役立つものを探す
minamo2-4,scenario25,character05,キャラクターエピソード ミナモ : 2 - 4,村で生きる少女,あの息苦しさの中で、また別の立場に立ってみてわかったこともある。それはきっと彼女にとっていい変化だっただろう。<br>でも、納得したくない、受け入れたくないと思うこともある。あるいは、自分が今、子供たちにあの息苦しさを感じさせているのかもしれないと思うと、何より悲しい。<br><br>そういういろんな思いの落としどころが見つかればいい、と彼女は言った。<br>きっと誰だって、そういう迷いの中で、他人と一緒に生きているのだと思う。,-
hinase2-1,scenario28,character07,キャラクターエピソード ヒナセ : 2 - 1,バイクで旅した女性,バイクに乗って旅を続ける女性、ヒナセと再会した。<br>シノを故郷の町まで送り届けて、それからまた一人で旅を続けているらしい。<br><br>ナツノがこれまでに見聞きしたことを話しても、彼女は笑っていた。その独特な雰囲気に、なんだか安心してしまう。,燃料を探す
hinase2-2,scenario28,character07,キャラクターエピソード ヒナセ : 2 - 2,バイクで旅した女性,シノと喧嘩をしたのだと彼女は語った。<br>シノ自身思い悩んで、自分の気持ちの整理がつかないところに、あれやこれや訊いてしまった。どうして気になるのかと問われて、でも彼女は何も答えられなかった。<br><br>どうして知りたいのか──言葉にすることができない自分の気持ちのことを、彼女はずっと考えている。,燃料を探す
hinase2-3,scenario28,character07,キャラクターエピソード ヒナセ : 2 - 3,バイクで旅した女性,旅をする人々と話をして、彼女はまた考える。<br>誰かと話をすることで気づくことがある。普段の自分の考えは曖昧でかたちがないけれど、誰かと話すと、そういうものの輪郭にふと手が届いたりする。<br><br>誰かに説明するためだけではない、自分自身が納得するために、彼女は言葉を探している。,燃料を探す
hinase2-4,scenario28,character07,キャラクターエピソード ヒナセ : 2 - 4,バイクで走り続ける女性,人との出会いを求めて、彼女はこれからも旅を続ける。<br>そして本を書く。自分のための日記ではない、誰かに読んでもらうための本。言葉を綴りながら、彼女は少しずつ自分のことを知っていく。<br><br>本を書くだなんていうと、なんだか途方もないことのように思う。でも、一文字一文字書き連ねていった先に、きっと彼女の知りたいことがあるのだろう。,-
-,,,,,,
baseCamp0-1,baseCamp00,story00,キャンプ地,小さな町の空き地,{0}回目のキャンプ地。<br><br>静かな町角の空き地。<br>空っぽになった町は静けさの中にある。真冬の早朝みたいに。それでも、耳を澄ませばときどき誰かの足音がして、息遣いが聞こえる。<br><br>辺りには、アパートや小さな商店、ホテル、学校がある。,旅を続ける
baseCamp1-1,baseCamp01,story00,キャンプ地,都会の駐車場,{0}回目のキャンプ地。<br><br>大きな街の駐車場。<br>背の高いビルに囲まれているせいか、ときどき強い風が吹く。都会を吹く風はちょっと怖い。この高い高いビルが倒れてきそうで。そんなことあり得ないって、わかっていても。<br><br>辺りには、商店やオフィスビル、図書館がある。,旅を続ける
baseCamp2-1,baseCamp02,story00,キャンプ地,森の中のキャンプサイト,{0}回目のキャンプ地。<br><br>森の浅いところに広がるキャンプ場。<br>空気がおいしい。こんな世界になって、空気も川の水もずいぶんきれいになったかもしれない。それでもやっぱり、森の中は一味違う。<br><br>辺りには、小屋や屋敷、ほかのキャンプ場がある。,旅を続ける
baseCamp3-1,baseCamp03,story00,キャンプ地,郊外の大きな公園,{0}回目のキャンプ地。<br><br>街の外にある大きな公園。<br>きっと以前はたくさんの家族連れで賑わっていただろう。人が消えてこんなに静かなところもなかなかない。いつかすべて元どおりになる──そう思っていた頃が懐かしい。<br><br>辺りには、ホテルやホームセンター、工場がある。,旅を続ける
baseCamp4-1,baseCamp04,story00,キャンプ地,村の外れの草原,{0}回目のキャンプ地。<br><br>小さな村の外れにある開けた草原。<br>ここから見渡せる村にも、きっと生き残った人はいないだろう。いつの間にか期待さえしなくなった。そのことをちょっとだけ悲しいと思う。この悲しさは、どうか、失わないでいたい。<br><br>辺りには、小さな村や屋敷、アパートがある。,旅を続ける
baseCamp5-1,baseCamp05,story00,キャンプ地,山の中腹の駐車場,{0}回目のキャンプ地。<br><br>山を少し登ったところにある駐車場。<br>もともと何をする人たちが使っていたのだろう。近くに登山口でもあるのだろうか。ときどきこうして、何に使っていたのかわからない場所や道具を見かけるけれど、どうして、と問える相手はいつもいない。<br><br>辺りには、小屋やキャンプ場、遊園地がある。,旅を続ける
baseCamp6-1,baseCamp06,story00,キャンプ地,海辺のキャンプサイト,{0}回目のキャンプ地。<br><br>海辺に広がるキャンプサイト。<br>潮風が気持ちいい。広い砂浜と、そこから連なる芝生の広場には障害物の一つもなく、風が真っ直ぐに抜けていく。<br><br>辺りには、砂浜や工場、博物館がある。,旅を続ける
baseCamp7-1,baseCamp07,story00,キャンプ地,線路沿いのキャンプサイト,{0}回目のキャンプ地。<br><br>線路沿いの空き地。<br>何かを取り壊した跡だろうか。それとも、これから何か建てるつもりだったのだろうか。今はただ、緑に呑まれるがまま。<br><br>辺りには、地下道、飲食店、駅がある。,旅を続ける
-,,,,,,
dummy,-,-,-,-,-,-
-,,,,,,